source_id,file_path,file_name,format,status,error_message,file_size_bytes,file_sha256,text_length,text_sha256,duplicate_file_group,source_has_multiple_files,raw_text_output,processed_at_utc
S011,core/S011_GEP-June-2025.pdf,S011_GEP-June-2025.pdf,pdf,ok,,5947192,f3f1f5153c7c04a09271b0e7740566857e5f795bbbc7e002d832a534c27f5715,983592,5e9e648689ed97420ecaede67a312285354dae5e989326dfa0ef8658e6a35040,file_sha256:f3f1f5153c7c04a0,False,raw_text/S011.txt,2026-05-17T13:52:46.727935+00:00
S012,core/S012_GEP-June-2025.pdf,S012_GEP-June-2025.pdf,pdf,ok,,5947192,f3f1f5153c7c04a09271b0e7740566857e5f795bbbc7e002d832a534c27f5715,983592,5e9e648689ed97420ecaede67a312285354dae5e989326dfa0ef8658e6a35040,file_sha256:f3f1f5153c7c04a0,False,raw_text/S012.txt,2026-05-17T13:52:46.727935+00:00
S013,core/S013_GEP-Jan-2025.pdf,S013_GEP-Jan-2025.pdf,pdf,ok,,4222293,ad4168ba148876b68ca736a4deca87778d62a2a012e99c779b14bd7ed4771b71,970846,7e05f2933875bc4418f1a95e0d9c2d6be1c310014e54773e5c32ba147715f914,,False,raw_text/S013.txt,2026-05-17T13:52:46.727935+00:00
S014,core/S014_text.pdf,S014_text.pdf,pdf,ok,,9921063,1abbf93be8221b0365e9a35f2373add18e701f5181b4ffd5957b46cabe3128c9,709221,2e0258e37d4e8ea850f5617789a0b5a83f8ba2b1c1f59ab6330977eed81bf5f8,,False,raw_text/S014.txt,2026-05-17T13:52:46.727935+00:00
S015,core/S015_Global Recovery is Steady but Slow and Differs by Region • European University Institute.pdf,S015_Global Recovery is Steady but Slow and Differs by Region • European University Institute.pdf,pdf,ok,,347114,8a5b91f801850e415972a587e7ed8075fa1158071a42b6d7f8b5b235a8d18142,4016,ca63919b376897ea6cce39256ef1e581f7b0e7204e7edf34ddd5a10bba384597,,False,raw_text/S015.txt,2026-05-17T13:52:46.727935+00:00
S016,core/S016_Annual Report 2024.htm,S016_Annual Report 2024.htm,htm,ok,,624856,9719fa3d6f5b24e0bb8cf209e82aec960d9965c331fac590329e8149fc28a075,328796,cd6300052339d1f20fe5223abf9f2fea115bed3977e92399e882ef843abc9cf5,,False,raw_text/S016.txt,2026-05-17T13:52:46.727935+00:00
S017,core/S017_annual-review-2024-en.pdf,S017_annual-review-2024-en.pdf,pdf,ok,,14170304,16d2a37c5b7d4231ad0c51da5124b236b31d8759b81243b57f4c85883458ca22,115219,27c1c3890f4b646f9dd35d3c81f69650e0b066a7547ec8c7f3d7ce88f2ed89f5,,False,raw_text/S017.txt,2026-05-17T13:52:46.727935+00:00
S018,core/S018_full-year-results-press-release-2024-en.pdf,S018_full-year-results-press-release-2024-en.pdf,pdf,ok,,328706,1fc4ee9df3d5daede4e5f768e0b25d5313bbfbbe4eae127090ec55593192fba1,35100,e23c38085a3c7c18ea2eaecb7d7c03f0184b5378c22fd6c2fba642075f04f16b,,False,raw_text/S018.txt,2026-05-17T13:52:46.727935+00:00
S019,core/S019_FY24_Q2_Consolidated_Financial_Statements.pdf,S019_FY24_Q2_Consolidated_Financial_Statements.pdf,pdf,ok,,3142734,19fe6ef8359aa55b7f0609dbbc772f1d4a572b045cd2510413cfcb7384cbd21e,6403,5bd0f42476966509020b1b18e5fb60517a36003e9f0e55672a7e7d155eea2181,,False,raw_text/S019.txt,2026-05-17T13:52:46.727935+00:00
S020,core/S020_Apple cuts greenhouse gas emissions in half - Apple.htm,S020_Apple cuts greenhouse gas emissions in half - Apple.htm,htm,ok,,321238,b6bd638c8c0ea62461262700a676c698b012601b4afbfc2addc8285b275d0c50,32976,ca06317ea90150fb5f7ea2cc6bcfbbb04677fa3061c045c81439914613b14fde,,False,raw_text/S020.txt,2026-05-17T13:52:46.727935+00:00
S021,core/S021_Regulation - EU - 2024_1689 - EN - EUR-Lex.htm,S021_Regulation - EU - 2024_1689 - EN - EUR-Lex.htm,htm,ok,,1565310,ba8801b6dd38bd71b9da22e4c43485102834179623dc1fda561764456283c5f0,591659,237b4aee68f9791aefef4ec802d2e5890abda005725f4d70b4c367a0d92dac01,,False,raw_text/S021.txt,2026-05-17T13:52:46.727935+00:00
S023,core/S023_Carriages preview _ Legislative Train Schedule.htm,S023_Carriages preview _ Legislative Train Schedule.htm,htm,ok,,185762,b128273481053222f8576a59e1f8384c8c468c6e4a73bfd4fb54e44478fc6bec,18058,a34221e9af8166f93f7421b3e4505f671e5afe96b990045d32eaf980a41d7f57,,False,raw_text/S023.txt,2026-05-17T13:52:46.727935+00:00
S025,core/S025_Automated Vehicles Act 2024.htm,S025_Automated Vehicles Act 2024.htm,htm,ok,,189387,5d874be89c6323b334260e192ffad0c0497fca430ea55c5852eda4a42cbc5eb2,128482,7261e46a00d776b899e723a3612df16b6dbed036cc8ad9cd9ec8729e4bea57e2,,True,raw_text/S025.txt,2026-05-17T13:52:46.727935+00:00
S025,core/S025_ukpga_20240010_en.pdf,S025_ukpga_20240010_en.pdf,pdf,ok,,1303846,11e81e3c3658b82efdb6b4b510dd3d1e729e31a6b6699bd4445d035ac389c5d8,206665,d703db8ca512ee01b7eeb3a10fa2fbcb97b9920b689d73e433ce6a24eafb0fa9,,True,raw_text/S025.txt,2026-05-17T13:52:46.727935+00:00
S026,"core/S026_Digital Markets, Competition and Consumers Act 2024.htm","S026_Digital Markets, Competition and Consumers Act 2024.htm",htm,ok,,40509,2803618b3c0a95bc7f1ca1c7daae5805abd278b5dcda1b5c2ca5c6ccf64b436a,9738,c2dea447fb3875c3acab6970f9d1db2f4e16e0db0ee17a0c6f51d7b566937e77,,False,raw_text/S026.txt,2026-05-17T13:52:46.727935+00:00
S027,core/S027_Budget Responsibility Act 2024.htm,S027_Budget Responsibility Act 2024.htm,htm,ok,,26931,28f6c8b50ca91aaae51d68aa8e897251a30dfd20b59163bce565a4786ca9b849,4887,b468355b9362de0de27064e65b8f4ac50dce1077a9ae1128cad5efd92f98fb8d,,False,raw_text/S027.txt,2026-05-17T13:52:46.727935+00:00
S028,core/S028_Victims and Prisoners Act 2024.htm,S028_Victims and Prisoners Act 2024.htm,htm,ok,,29990,c39b4802bc88b7bc51aa99d0da63aadea6600cc351b15934286d35250ca8f42b,6239,4060ab071ce0a7c16f28edb0579f9b3aec30052877d24f6f09d0249f478979f9,,False,raw_text/S028.txt,2026-05-17T13:52:46.727935+00:00
S029,core/S029_Media Act 2024.htm,S029_Media Act 2024.htm,htm,ok,,240653,58cbbd70a54bdeba9086931c6f6f12829132a5387d5bf45427655bb077018b5f,165493,501627709338cee9a68de73c227dddce5688e0119ce0b11f54fc52edcaa7c981,,False,raw_text/S029.txt,2026-05-17T13:52:46.727935+00:00
S030,core/S030_2024_appendix_w_final_factsheet.pdf,S030_2024_appendix_w_final_factsheet.pdf,pdf,ok,,156631,e534b7db114e03ea986acd4a12c273ad24480b620a5a2f2e0cb7d8b9ba1d9818,2304,f65848a9f8cd9b8430c5699a0e3125bc15c9a4347ca903753fe7a32751a4fde7,,True,raw_text/S030.txt,2026-05-17T13:52:46.727935+00:00
S030,core/S030_Regulation - EU - 2024_1689 - EN - EUR-Lex.htm,S030_Regulation - EU - 2024_1689 - EN - EUR-Lex.htm,htm,ok,,1563498,ae203afd12d9ce2c3b74746eaa70df0da1b8d97c0233cd54b68a6ee29e61aecf,591659,237b4aee68f9791aefef4ec802d2e5890abda005725f4d70b4c367a0d92dac01,,True,raw_text/S030.txt,2026-05-17T13:52:46.727935+00:00
S031,core/S031_NIST.AI.100-1.pdf,S031_NIST.AI.100-1.pdf,pdf,ok,,1946127,7576edb531d9848825814ee88e28b1795d3a84b435b4b797d3670eafdc4a89f1,106539,923dd3386839aed8a7c0ac87f364f0f045e262fa8c6f2211d888d18c963bd9b3,,False,raw_text/S031.txt,2026-05-17T13:52:46.727935+00:00
S032,core/S032_NIST.AI.600-1.pdf,S032_NIST.AI.600-1.pdf,pdf,ok,,1174643,6e73620ab6b64e90ef2c04bf0e0d6246185a2f4b1b13cab0df494496cff89b6a,160811,a819607acbce9c4673fc7d6c7601042e78d03a4958b13e32266309dd1d4fc17e,file_sha256:6e73620ab6b64e90,False,raw_text/S032.txt,2026-05-17T13:52:46.727935+00:00
S033,core/S033_NIST.AI.600-1.pdf,S033_NIST.AI.600-1.pdf,pdf,ok,,1174643,6e73620ab6b64e90ef2c04bf0e0d6246185a2f4b1b13cab0df494496cff89b6a,160811,a819607acbce9c4673fc7d6c7601042e78d03a4958b13e32266309dd1d4fc17e,file_sha256:6e73620ab6b64e90,False,raw_text/S033.txt,2026-05-17T13:52:46.727935+00:00
S034,core/S034_NIST.AI.600-1.pdf,S034_NIST.AI.600-1.pdf,pdf,ok,,1174643,6e73620ab6b64e90ef2c04bf0e0d6246185a2f4b1b13cab0df494496cff89b6a,160811,a819607acbce9c4673fc7d6c7601042e78d03a4958b13e32266309dd1d4fc17e,file_sha256:6e73620ab6b64e90,False,raw_text/S034.txt,2026-05-17T13:52:46.727935+00:00
S035,core/S035_ai-2025-00109_revised_ISO_IEC_23894_Crosswalk_to_the_NIST_AI_RMF.pdf,S035_ai-2025-00109_revised_ISO_IEC_23894_Crosswalk_to_the_NIST_AI_RMF.pdf,pdf,ok,,135070,0ed423cfda348212c81b9c2e4a0b2c214aff94f04a576b43d0c72a1fd9d2dcb6,3092,809eea64f776dacb5a2a357db418d0ed4bc53c3f66cd6afa4b25ccae9fd78686,,False,raw_text/S035.txt,2026-05-17T13:52:46.727935+00:00
S036,core/S036_a51eb9b2-en.pdf,S036_a51eb9b2-en.pdf,pdf,ok,,2136919,d26b3723e1f125710ba70dedd8bcddb4ec6bcc523f20f2da91a44b7aa9dc3da5,164294,2226dc52bfec56e38474b03db57e5073a98c6dd0c509a9e64ebce9d3b0a2cd09,,False,raw_text/S036.txt,2026-05-17T13:52:46.727935+00:00
S037,core/S037_Create a model response _ OpenAI API Reference.htm,S037_Create a model response _ OpenAI API Reference.htm,htm,ok,,39687365,6f5a51a6df7ec319b6c178a219375103a80eb07514966a46a54e45cbd0cee095,1431523,45a6a5f15637dd46c2ce65d0b117f1efb8a105812174235c6437c607ceefcf44,,False,raw_text/S037.txt,2026-05-17T13:52:46.727935+00:00
S038,core/S038_New tools and features in the Responses API _ OpenAI.htm,S038_New tools and features in the Responses API _ OpenAI.htm,htm,ok,,379557,bf37b6ef5fe474ebcd562580bddd17bfbf6284176b60d7ea5af7dd576b67d7f2,10516,7f66f37f7f15df990910850c862228fd98a30fc2e3ebd1f844ff2e448a02c97d,,False,raw_text/S038.txt,2026-05-17T13:52:46.727935+00:00
S039,core/S039_FY24_Q3_Consolidated_Financial_Statements.pdf,S039_FY24_Q3_Consolidated_Financial_Statements.pdf,pdf,ok,,3148513,e435ff39122eab86559349cc7795f91d81b2a0fda8e920e258a7803be8d4573b,5925,b73f81f3c81f32681e1a6083800f355817d2a9147b815c661c7eaf8785302c23,,False,raw_text/S039.txt,2026-05-17T13:52:46.727935+00:00
S040,core/S040_Microsoft 2024 Annual Report.htm,S040_Microsoft 2024 Annual Report.htm,htm,ok,,493008,81ac08e5a351e3870ff4454a936794f18f3ba7ba2e1d7d63e3bcb8846192cb2b,273278,1d7f6d08a7435645a37e5e8c0ad12f854753c48e08a78b108285790418371ab4,,False,raw_text/S040.txt,2026-05-17T13:52:46.727935+00:00
S041,core/S041_c00cad36-en.pdf,S041_c00cad36-en.pdf,pdf,ok,,23028712,9ad4a48c2a3219438c4d866c96467f789d28f4e51491130b134d68b46f5514a6,1375477,afcb3874e4fffaec70f731f3340f72cb06d9bfc07345d5e90fb2c5ccb22dd590,file_sha256:9ad4a48c2a321943,False,raw_text/S041.txt,2026-05-17T13:52:46.727935+00:00
S042,core/S042_c00cad36-en.pdf,S042_c00cad36-en.pdf,pdf,ok,,23028712,9ad4a48c2a3219438c4d866c96467f789d28f4e51491130b134d68b46f5514a6,1375477,afcb3874e4fffaec70f731f3340f72cb06d9bfc07345d5e90fb2c5ccb22dd590,file_sha256:9ad4a48c2a321943,False,raw_text/S042.txt,2026-05-17T13:52:46.727935+00:00
S043,core/S043_dd5140e4-en.pdf,S043_dd5140e4-en.pdf,pdf,ok,,3527483,4a320e09d74ea2b3f433f55e19e48ccf0baf59b0f365123182d18cb9ef74b11d,454016,8140b98274809c1bb81d97c81fe50eb48355c4ae97ef5d2afcababdafb76f3a3,file_sha256:4a320e09d74ea2b3,False,raw_text/S043.txt,2026-05-17T13:52:46.727935+00:00
S044,core/S044_dd5140e4-en.pdf,S044_dd5140e4-en.pdf,pdf,ok,,3527483,4a320e09d74ea2b3f433f55e19e48ccf0baf59b0f365123182d18cb9ef74b11d,454016,8140b98274809c1bb81d97c81fe50eb48355c4ae97ef5d2afcababdafb76f3a3,file_sha256:4a320e09d74ea2b3,False,raw_text/S044.txt,2026-05-17T13:52:46.727935+00:00
S045,core/S045_391406eng.pdf,S045_391406eng.pdf,pdf,ok,,14544630,dfbccd651a885246920e230ce8e63384600d77ed35c3b631749d7ed5367ea5fb,1932148,8a9a5e3569b0c1ee4243250cfb3d8a3af56a1ea1746e4cdc053be12a96130fd1,file_sha256:dfbccd651a885246,False,raw_text/S045.txt,2026-05-17T13:52:46.727935+00:00
S046,core/S046_391406eng.pdf,S046_391406eng.pdf,pdf,ok,,14544630,dfbccd651a885246920e230ce8e63384600d77ed35c3b631749d7ed5367ea5fb,1932148,8a9a5e3569b0c1ee4243250cfb3d8a3af56a1ea1746e4cdc053be12a96130fd1,file_sha256:dfbccd651a885246,False,raw_text/S046.txt,2026-05-17T13:52:46.727935+00:00
S047,core/S047_389406eng.pdf,S047_389406eng.pdf,pdf,ok,,4575465,4d680f6d422fbe6ef08c093e14a1816f875c3cd4ceca8e2055d02af758b0df86,178399,8a1eaef2e4d53e7abeaf023ea5ea3a2a30d720d28d6dd4232ff560deb9eb2e21,,False,raw_text/S047.txt,2026-05-17T13:52:46.727935+00:00
S050,core/S050_Obesity and overweight.htm,S050_Obesity and overweight.htm,htm,ok,,326125,fb04ebdcd6c9b0735535a703a5b13864d105140e541f272dc78158653c76eb38,21650,6d30d5c6a0127f6b02b16af08994ea2293406bb64071ba843341983b6ed623c8,,False,raw_text/S050.txt,2026-05-17T13:52:46.727935+00:00
S051,core/S051_NIST.AI.600-1.pdf,S051_NIST.AI.600-1.pdf,pdf,ok,,1174643,6e73620ab6b64e90ef2c04bf0e0d6246185a2f4b1b13cab0df494496cff89b6a,160811,a819607acbce9c4673fc7d6c7601042e78d03a4958b13e32266309dd1d4fc17e,file_sha256:6e73620ab6b64e90,True,raw_text/S051.txt,2026-05-17T13:52:46.727935+00:00
S051,core/S051_ac8b3538-en.pdf,S051_ac8b3538-en.pdf,pdf,ok,,5762789,a09f3109009a04adf11963deb7037ed9d5fc13f7c09f94fe599c96d959e20a59,942126,89fc2201c0dfb85dfdb6d1e75528fcb9aaf3a34e00e3fae8f4c9347dc6bdcf56,,True,raw_text/S051.txt,2026-05-17T13:52:46.727935+00:00
S052,core/S052_71e1f7a0-en.pdf,S052_71e1f7a0-en.pdf,pdf,ok,,260368,d8be14f120e30b0430926240b9df30c2028559984a77cf9897e5fef1252712c6,7582,96f9c21aa35e100f059f81027a8d2b7117c66e43af7916cc417809e39119d92d,,False,raw_text/S052.txt,2026-05-17T13:52:46.727935+00:00
S053,core/S053_10dd9f73-en.pdf,S053_10dd9f73-en.pdf,pdf,ok,,308381,e49ec86991bd1065bcef7dd90c76fe775de6952927612e8d5838ee6ff88c2e29,9544,0cdcc0df647f96d29870181572e9561fae72ae3777147d8f670d4f2640911a4f,,False,raw_text/S053.txt,2026-05-17T13:52:46.727935+00:00
S054,core/S054_6ff7c0af-en.pdf,S054_6ff7c0af-en.pdf,pdf,ok,,270536,c20a25efc8ed4825e32f3a76684ec5d7997fccdee8177c5c3d964307a8e85ed5,7859,f9b7fb5010e8325e2d197faa5af224cfe2da7873892f55bd3f85dc8a1fd5ac23,,False,raw_text/S054.txt,2026-05-17T13:52:46.727935+00:00
S055,core/S055_918d8db3-en.pdf,S055_918d8db3-en.pdf,pdf,ok,,10097860,8bedf1bd79942aab6b87d74682963cb92117cc5ff9014e6e532e84fb0ee0a41b,358544,f33b4c1b5f227f45d992215ce852a8018ac263061fbb2552aaa15584a9d58d6d,file_sha256:8bedf1bd79942aab,False,raw_text/S055.txt,2026-05-17T13:52:46.727935+00:00
S056,core/S056_d4468afc-en.pdf,S056_d4468afc-en.pdf,pdf,ok,,172930,dcab2d568a7246c53da5c00e0753281ac6fd0afd07f5847e029592dbe9149dbb,3880,eccb8a362d9caf13e0b69e262bd3a33e95d54fc83fe1f2b136327f54d9ff4e6d,,False,raw_text/S056.txt,2026-05-17T13:52:46.727935+00:00
S057,core/S057_918d8db3-en.pdf,S057_918d8db3-en.pdf,pdf,ok,,10097860,8bedf1bd79942aab6b87d74682963cb92117cc5ff9014e6e532e84fb0ee0a41b,358544,f33b4c1b5f227f45d992215ce852a8018ac263061fbb2552aaa15584a9d58d6d,file_sha256:8bedf1bd79942aab,False,raw_text/S057.txt,2026-05-17T13:52:46.727935+00:00
S058,core/S058_50b0353e-en.pdf,S058_50b0353e-en.pdf,pdf,ok,,8409178,daafc2127a7dc4dbbb86af4d4d88453051fd0ce96833b3d2285eacc8824add9f,1127434,accbae6147fd6feb055934c2baa0417b92a09eca3f1c4901fd563c5f0a5709d5,file_sha256:daafc2127a7dc4db,False,raw_text/S058.txt,2026-05-17T13:52:46.727935+00:00
S059,core/S059_50b0353e-en.pdf,S059_50b0353e-en.pdf,pdf,ok,,8409178,daafc2127a7dc4dbbb86af4d4d88453051fd0ce96833b3d2285eacc8824add9f,1127434,accbae6147fd6feb055934c2baa0417b92a09eca3f1c4901fd563c5f0a5709d5,file_sha256:daafc2127a7dc4db,False,raw_text/S059.txt,2026-05-17T13:52:46.727935+00:00
S060,core/S060_765ee8c2-en.pdf,S060_765ee8c2-en.pdf,pdf,ok,,26839629,096fafeea327c94be8dd8bc45e145452dacf693a4e8c6a00ce981131ee3b7611,799826,54b1263e217fc1582dd676070b2bbd3107e2adcba61ff1e9bf61ad4bdd79ba46,,False,raw_text/S060.txt,2026-05-17T13:52:46.727935+00:00
S061,core/S061_01820d6d-en.pdf,S061_01820d6d-en.pdf,pdf,ok,,9185880,6f6ccf26beb01372b79bdea74bf8e49b417404f2ee81fb031c4cf7d917a89fdc,1591735,fc00ed240b2b11c30d3557241aeff82192fea3ed6382a59d908bb8452992db9a,,False,raw_text/S061.txt,2026-05-17T13:52:46.727935+00:00
S062,core/S062_c2e44201-en.pdf,S062_c2e44201-en.pdf,pdf,ok,,10653288,15529f7d284cd40f753292a3c15db0cce9532ee397957168ebe5bac709c2c16a,922123,9c945522fc8d2e4e5359721d6522652a973503b03b2a6ea6fc45e84fc8ed7821,,False,raw_text/S062.txt,2026-05-17T13:52:46.727935+00:00
S063,core/S063_90df6235-en.pdf,S063_90df6235-en.pdf,pdf,ok,,9874910,35a07cf5a46f926717707d6f71f7f1ac4144536195bcf05e1ed7d729d3999024,958985,ff09a73e6981d5a3938e1482deba289f462f62fe6c7cfce12a62adbff215774a,,False,raw_text/S063.txt,2026-05-17T13:52:46.727935+00:00
S064,core/S064_b3704e14-en.pdf,S064_b3704e14-en.pdf,pdf,ok,,11566508,6a8129801cbb7b4bc12c28febc4a8e9b1fcb95c21d29969540718c9db471325f,724890,f0483471abfba8866a36ac407879ce7c5712fe467ad6111e6385f879015a435c,file_sha256:6a8129801cbb7b4b,False,raw_text/S064.txt,2026-05-17T13:52:46.727935+00:00
S065,core/S065_918d8db3-en.pdf,S065_918d8db3-en.pdf,pdf,ok,,10097860,8bedf1bd79942aab6b87d74682963cb92117cc5ff9014e6e532e84fb0ee0a41b,358544,f33b4c1b5f227f45d992215ce852a8018ac263061fbb2552aaa15584a9d58d6d,file_sha256:8bedf1bd79942aab,False,raw_text/S065.txt,2026-05-17T13:52:46.727935+00:00
S066,core/S066_90ba854a-en.pdf,S066_90ba854a-en.pdf,pdf,ok,,6919170,728646ac391a9534fa7837652c7f6c1060810b5292fb7163d4f21dadaf4c909e,256454,10a0f47d81a83751aea8a943ec72c3c22041183816212a0773638f355f5b07e2,,False,raw_text/S066.txt,2026-05-17T13:52:46.727935+00:00
S067,core/S067_9789240094703-eng.pdf,S067_9789240094703-eng.pdf,pdf,ok,,4730708,f7b08734131ff6b3e07a508f2efc12a94c85ce19eaee2a98f0bbc57fad3c3555,263662,6de0f474a032168937880e9c6ffe9f797003ff63cb1f2afe7a78d5769c020c22,,False,raw_text/S067.txt,2026-05-17T13:52:46.727935+00:00
S068,core/S068_9789240095458-eng.pdf,S068_9789240095458-eng.pdf,pdf,ok,,6038916,21fb7447a496f100512a87e133dacd865312a7596d0af4ca6e54cff17dfed24d,963042,088374194b3861f05f7b24d582b221e9d996a935220a0e117acb9410e57c3645,,False,raw_text/S068.txt,2026-05-17T13:52:46.727935+00:00
S069,core/S069_9789240073579-eng.pdf,S069_9789240073579-eng.pdf,pdf,ok,,1335749,69f640f49af9db1be11825ed0769bbdfc336979e25637465080768de01ea01cc,116950,2c9c4cd1b4b5ce0e7a9af3cfab0da579499e07162f1c7eaaafc9a1f77f2067b3,,False,raw_text/S069.txt,2026-05-17T13:52:46.727935+00:00
S070,core/S070_391221eng.pdf,S070_391221eng.pdf,pdf,ok,,22817612,f86ffc9319373de2ad3a36d2708bcfbdd438476278daec33143e94987b03c9e3,976480,4720ada8d15e7075c0349104db6564a0330b92e64664c30484246165d76347ba,,False,raw_text/S070.txt,2026-05-17T13:52:46.727935+00:00
S071,core/S071_GEP-Jan-2024.pdf,S071_GEP-Jan-2024.pdf,pdf,ok,,6667286,6d2c4d2e6c702a1d8e092d7e28298550dcaabd48902c52e9efa72b4f1293643a,871197,be5ba13a7384184375ad5ba14307929483a924e893d4f9f012f4879854cdbcef,,False,raw_text/S071.txt,2026-05-17T13:52:46.727935+00:00
S072,core/S072_GEP-June-2024.pdf,S072_GEP-June-2024.pdf,pdf,ok,,6774652,c3e8651399f27ff58fae9d867d76957fb4eb40a271650b1a40ee862f33fde6a2,804950,1716a25860c64de3600a183a7db9d46479e0f9a312e025b05e3051f26cbd5cfa,,False,raw_text/S072.txt,2026-05-17T13:52:46.727935+00:00
S073,core/S073_The State of Economic Inclusion Report 2024.pdf,S073_The State of Economic Inclusion Report 2024.pdf,pdf,ok,,4061584,0b01ca55e7a0f6af1fa348a2364b961a5300c5a5a47f35045b0702739b08190f,590197,e126207f8299603675de3fc9db43e8f2e8871cc51aef6bcacaf88f175fc0cf71,,False,raw_text/S073.txt,2026-05-17T13:52:46.727935+00:00
S074,"core/S074_Poverty, Prosperity, and Planet Report 2024.pdf","S074_Poverty, Prosperity, and Planet Report 2024.pdf",pdf,ok,,9353030,0f22fde0c8121a3d089db740e92a7bf7d36d9ae18d2d01014fad13288faaf746,807426,4ff2b9ba08c184fd406df3898aa7e44c410c58cd73b48b29da6e150716a4de24,,False,raw_text/S074.txt,2026-05-17T13:52:46.727935+00:00
S075,"core/S075_Poverty, Prosperity, and Planet Report 2024_ Figures.htm","S075_Poverty, Prosperity, and Planet Report 2024_ Figures.htm",htm,ok,,254978,376467c8ca2e300766b51d823df344396820ab1be91cd53c75d0041b1bb37fc4,9484,052f3158c365ab976f104045c8ecb1110718ee078e6e5c69bca828d110caa87e,,False,raw_text/S075.txt,2026-05-17T13:52:46.727935+00:00
S076,core/S076_World Development Report 2024.pdf,S076_World Development Report 2024.pdf,pdf,ok,,9209931,dc69d858e364a1534a57c49fbb72237f69d88165a63933a98f01f3c20262aded,866008,f5ef79979fa3faf915b32a440b7b5849d4274c606730c0e6032703745222763c,,False,raw_text/S076.txt,2026-05-17T13:52:46.727935+00:00
